,id_list,songname,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,clean_songname,clean_artist
322,03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),PSY,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,gangnamstyle(강남스타일),psy
323,5Ux410GeRXrojeP0vUPx6v,Take Me To Church,Hozier,0.561,0.667,4,-5.191,0,0.0508,0.586,0.0,0.116,0.385,128.962,takemetochurch,hozier
324,4RXpgGM7A4Hg7cFBoH5KyF,Hey Brother,Avicii,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,heybrother,avicii
325,42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,Alessia Cara,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,scarstoyourbeautiful,alessiacara
326,0AS63m1wHv9n4VVRizK6Hc,Mercy,Shawn Mendes,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,mercy,shawnmendes
327,70eDxAyAraNTiD6lx2ZEnH,Ex's & Oh's,Elle King,0.612,0.921,7,-2.882,1,0.085,0.0183,0.0,0.0576,0.446,139.988,ex's&oh's,elleking
328,04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,centuries,falloutboy
329,5PKWUDfQFtc5qqo8cs1gQp,Set Fire to the Rain,Adele,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,setfiretotherain,adele
330,1HOlb9rdNOmy9b1Fakicjo,#SELFIE,The Chainsmokers,0.789,0.916,0,-3.262,1,0.249,0.0135,8.09e-06,0.077,0.658,127.956,#selfie,thechainsmokers
331,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,Avicii,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,waitingforlove,avicii
332,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,inthenameoflove,martingarrix
333,3KoTtGEDiBwUWzdRQVh9lh,Last Friday Night (T.G.I.F.),Katy Perry,0.651,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,lastfridaynight(t.g.i.f.),katyperry
334,5OMwQFBcte0aWFJFqrr5oj,TiK ToK,Kesha,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,tiktok,kesha
335,3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,Kelly Clarkson,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,sinceubeengone,kellyclarkson
336,2OsEJFTfzfjG4oC92cuP2c,Slow Down,Selena Gomez,0.722,0.821,1,-3.856,0,0.165,0.073,0.0,0.631,0.721,127.944,slowdown,selenagomez
337,0x4KuMldlnPMniT86Cmyep,Beautiful Girls - Radio Disney Version,Sean Kingston,0.772,0.648,9,-6.222,1,0.0612,0.161,0.0,0.269,0.741,129.966,beautifulgirls-radiodisneyversion,seankingston
338,56ZrTFkANjeAMiS14njg4E,Perfect Illusion,Lady Gaga,0.613,0.857,1,-5.492,0,0.0366,0.0012,0.0,0.358,0.664,124.987,perfectillusion,ladygaga
339,4nS1sut0R2mgmFitKIShVe,On My Mind,Ellie Goulding,0.702,0.705,0,-6.665,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,onmymind,elliegoulding
340,6qYGUxPjQt5PJtWdiNppZx,So What,P!nk,0.535,0.887,11,-3.106,1,0.0449,0.000304,2.23e-06,0.257,0.445,126.01,sowhat,p!nk
341,6btyEL6NwUa97Nex9cZFvo,Pump It,Black Eyed Peas,0.649,0.931,1,-3.15,0,0.181,0.0093,0.0,0.751,0.744,153.645,pumpit,blackeyedpeas
342,70ATI6K6i1TXfRfID7bcN0,Where Is The Love?,Black Eyed Peas,0.836,0.699,5,-3.235,1,0.179,0.114,0.0,0.13,0.818,94.092,whereisthelove?,blackeyedpeas
343,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,loveyourself,justinbieber
344,3ehrxAhYms24KLPG8FZe0W,We Are Young (feat. Janelle Monáe),fun.,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,weareyoung(feat.janellemonáe),fun.
345,70cTMpcgWMcR18t9MRJFjB,I Gotta Feeling,Black Eyed Peas,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,igottafeeling,blackeyedpeas
346,6LtPIXlIzPOTF8vTecYjRe,Bleeding Love,Leona Lewis,0.635,0.647,5,-5.864,1,0.0366,0.192,0.0,0.154,0.201,104.058,bleedinglove,leonalewis
347,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,rockabye(feat.seanpaul&anne-marie),cleanbandit
348,0SJPThTy7ynySPF4euczx7,Work from Home,Fifth Harmony,0.803,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,workfromhome,fifthharmony
349,6DG2g1UhROp5pnM8fx7zH2,Starving,Hailee Steinfeld,0.695,0.615,4,-4.194,1,0.104,0.379,0.0,0.104,0.532,99.817,starving,haileesteinfeld
350,69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,sorry,justinbieber
351,6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,paradise,coldplay
352,5ndfVSDyPq90jaIUhNPeby,Chained To The Rhythm,Katy Perry,0.446,0.793,0,-5.365,1,0.156,0.089,0.0,0.211,0.47,189.891,chainedtotherhythm,katyperry
353,2ONIJ40u0Attbm3miIIpNO,Cheap Thrills (feat. Sean Paul),Sia,0.592,0.788,6,-4.924,0,0.201,0.0599,2.54e-06,0.125,0.755,89.949,cheapthrills(feat.seanpaul),sia
354,0AKejOKlGdiB53QpwAeenO,Don't Wanna Know,Maroon 5,0.777,0.627,7,-6.142,1,0.0792,0.356,0.0,0.0956,0.444,100.054,don'twannaknow,maroon5
355,6KuHjfXHkfnIjdmcIvt9r0,On Top Of The World,Imagine Dragons,0.635,0.926,0,-5.589,1,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,ontopoftheworld,imaginedragons
356,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,that'swhatilike,brunomars
357,7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),R. City,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,lockedaway(feat.adamlevine),r.city
358,0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,galwaygirl,edsheeran
359,0Ri6sPso4CNTnHn7RroCt4,Beautiful,Christina Aguilera,0.457,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,beautiful,christinaaguilera
360,3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,whistle,florida
361,3SPDQfj2UfWq6A2NllZnzn,What Makes You Beautiful,One Direction,0.729,0.771,4,-2.451,1,0.0725,0.00761,0.0,0.087,0.873,125.011,whatmakesyoubeautiful,onedirection
362,5mvKuE9Lf9ARVXVXA32kK9,Price Tag,Jessie J,0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.277,0.685,175.038,pricetag,jessiej
363,0qJwsov9fMLYGoPZOompnI,Hey Baby,No Doubt,0.599,0.877,11,-3.45,0,0.226,0.064,0.0,0.234,0.79,187.305,heybaby,nodoubt
364,1OutzYv6YiN93lrT3pJsWR,It's My Life,No Doubt,0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,it'smylife,nodoubt
365,2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,stealmygirl,onedirection
366,3jZomvOBa5qfTo5HkqI1p5,One Way or Another (Teenage Kicks),One Direction,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131,onewayoranother(teenagekicks),onedirection
367,0l0CvurVUrr2w3Jj1hOVFc,NO,Meghan Trainor,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,no,meghantrainor
368,3KwwE4sgCzMaKWq6QBebmX,Me Too,Meghan Trainor,0.934,0.694,11,-5.849,0,0.101,0.0971,1.2e-06,0.477,0.833,123.831,metoo,meghantrainor
369,1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,lushlife,zaralarsson
370,580t2NTEMOuCHV1sN3uhyD,Blank Space,Taylor Swift,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009,blankspace,taylorswift
371,1F6oGPF75u9RuHH4BGx9Bf,We Are Never Ever Getting Back Together,Taylor Swift,0.624,0.685,7,-5.902,1,0.12,0.0105,2.22e-05,0.126,0.781,86.059,weareneverevergettingbacktogether,taylorswift
372,4VgE391pJBa3n8TCMfvm0q,Loca People - Radio Edit,Sak Noel,0.926,0.808,11,-3.148,0,0.0599,0.000915,0.00327,0.0515,0.701,127.998,locapeople-radioedit,saknoel
373,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,Lady Gaga,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,justdance,ladygaga
374,6KM6693N1wVvz6tDviEF4F,Hollaback Girl,Gwen Stefani,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,hollabackgirl,gwenstefani
375,4VWvhAyaJ86K2Bq4YZwIVu,Toxic,Britney Spears,0.778,0.845,5,-3.958,0,0.117,0.0253,0.0215,0.227,0.918,143.025,toxic,britneyspears
376,2ZBNclC5wm4GtiWaeh0DMx,Single Ladies (Put a Ring on It),Beyoncé,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,singleladies(putaringonit),beyoncé
377,7jtyzXa2NYS9GZi52LGGyd,Umbrella,Rihanna,0.588,0.827,1,-4.556,1,0.128,0.0084,0.0,0.0515,0.626,174.014,umbrella,rihanna
378,14iN3o8ptQ8cFVZTEmyQRV,I Kissed A Girl,Katy Perry,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,ikissedagirl,katyperry
379,0vYMzeTmfbnrAhGPRcJqVP,Jenny from the Block - Track Masters Remix,Jennifer Lopez,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,jennyfromtheblock-trackmastersremix,jenniferlopez
380,1AWQoqb9bSvzTjaLralEkT,Rock Your Body,Justin Timberlake,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,rockyourbody,justintimberlake
381,6nYoTBmGFNgfTyRC8x1Fvp,TiK ToK,Kesha,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,tiktok,kesha
382,4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,Black Eyed Peas,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,igottafeeling,blackeyedpeas
383,7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,Justin Timberlake,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,crymeariver,justintimberlake
384,1MV8RFTgUlAan2b6yYdv7U,Bad Romance,Lady Gaga,0.693,0.924,0,-3.711,1,0.0392,0.0034,4.4e-05,0.0926,0.715,118.983,badromance,ladygaga
385,57fle8eeGplJN73bT8jgxy,Disturbia,Rihanna,0.707,0.832,11,-4.499,0,0.0564,0.0975,0.0,0.177,0.713,124.936,disturbia,rihanna
386,6QAOkWnUrLLoDfmndW9Z3P,Love Don't Cost a Thing,Jennifer Lopez,0.777,0.834,4,-5.129,0,0.0843,0.00275,1.3e-06,0.361,0.66,97.527,lovedon'tcostathing,jenniferlopez
387,0YGQ3hZcRLC5YX7o0hdmHg,Naughty Girl,Beyoncé,0.588,0.461,6,-8.686,0,0.161,0.237,1.54e-05,0.0913,0.659,200.053,naughtygirl,beyoncé
388,6w37Vk14p9UaNxjC4J2KoS,Closer,Ne-Yo,0.709,0.756,4,-6.452,0,0.0778,0.0287,3.14e-05,0.338,0.576,126.05,closer,ne-yo
389,6mxyfdyF4LD7PctU3UNyjF,Touch The Sky,Kanye West,0.524,0.845,9,-4.912,1,0.348,0.0115,0.0,0.434,0.553,98.388,touchthesky,kanyewest
390,6FCekHIwxq4jn9n0lQ1eXD,Ain't No Other Man,Christina Aguilera,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,ain'tnootherman,christinaaguilera
391,2OuNgtXKeCSORKqdl0MxKk,Chasing Pavements,Adele,0.614,0.47,5,-6.09,0,0.0255,0.291,0.0,0.111,0.329,80.045,chasingpavements,adele
392,59ZTxQo8rBycIXPLUIKvE2,Dirrty (feat. Redman),Christina Aguilera,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931,dirrty(feat.redman),christinaaguilera
393,5xuu2VJq5QaMO7gLHiI8PZ,I'm a Slave 4 U,Britney Spears,0.843,0.843,8,-3.573,1,0.117,0.426,0.000108,0.111,0.963,110.03,i'maslave4u,britneyspears
394,0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,Katy Perry,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,hotncold,katyperry
395,6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,Beyoncé,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,irreplaceable,beyoncé
396,02XnQdf7sipaKBBHixz3Zp,Paparazzi,Lady Gaga,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,paparazzi,ladygaga
397,2DvDmy9aCv9TajH0MkHsXa,Homecoming,Kanye West,0.682,0.744,10,-7.067,0,0.172,0.353,0.0,0.12,0.915,87.009,homecoming,kanyewest
398,3Btg3Gz0LBvzWbokI6RASm,Say It Right - Main,Nelly Furtado,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,sayitright-main,nellyfurtado
399,6GC6lcKgjCdsdIz5OiCUw5,Pon de Replay,Rihanna,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,pondereplay,rihanna
400,5BnYgd1LNqH7W0wMGJoP1W,Love Sex Magic (feat. Justin Timberlake),Ciara,0.894,0.665,10,-5.07,0,0.136,0.0201,0.0,0.306,0.874,107.014,lovesexmagic(feat.justintimberlake),ciara
401,7j49oeiCHjVg4bJxaT2T4f,American Boy (feat. Kanye West),Estelle,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,americanboy(feat.kanyewest),estelle
402,3Zv7tbfSY0sIxl6ZRW4TJN,My Love - Single Version,Justin Timberlake,0.765,0.679,4,-6.007,0,0.23,0.261,5.38e-06,0.461,0.796,120.077,mylove-singleversion,justintimberlake
403,3vIumIBSJlTBkHnTf0bEUv,Womanizer,Britney Spears,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,womanizer,britneyspears
404,41FC8ZiAPXlzyEjN8SQ0Bf,If U Seek Amy,Britney Spears,0.717,0.587,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954,ifuseekamy,britneyspears
405,4xMBL6zax57S2EHzI2Vloy,Love Lockdown,Kanye West,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,lovelockdown,kanyewest
406,45JvAuYKz0Wm06r9fHb22B,Glamorous,Fergie,0.815,0.756,0,-6.41,1,0.221,0.292,0.0,0.074,0.575,130.97,glamorous,fergie
407,2DUJVfeJJMClIhjL8lKHK5,What Goes Around...Comes Around - Radio Edit,Justin Timberlake,0.713,0.669,7,-6.237,1,0.0695,0.145,0.00031,0.141,0.497,75.988,whatgoesaround...comesaround-radioedit,justintimberlake
408,0ALV8l7nqbjwSZ2w9hS2CI,Rich Girl,Gwen Stefani,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,richgirl,gwenstefani
409,1CMsKz9WDXpsJWEmBWlmp4,When I Grow Up,The Pussycat Dolls,0.681,0.687,11,-5.958,0,0.0461,0.00181,0.0,0.379,0.354,118.47,whenigrowup,thepussycatdolls
410,6ic8OlLUNEATToEFU3xmaH,Gimme More,Britney Spears,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,gimmemore,britneyspears
411,4NtlNDAxswjos0irkfGHUn,Apologize,Timbaland,0.652,0.609,8,-6.054,1,0.0299,0.0332,0.0,0.0979,0.0966,118.025,apologize,timbaland
412,2fOxxLz9JVe53itq6pfBak,It's My Life,No Doubt,0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316,it'smylife,nodoubt
413,61v4ySi2zQ6KxT8azKoBs3,SexyBack,Justin Timberlake,0.969,0.578,7,-6.395,0,0.0724,0.0659,0.0,0.047,0.964,116.99,sexyback,justintimberlake
414,4pcpqkdNUFsvLfINc8QfJy,Don't Stop The Music,Rihanna,0.843,0.665,6,-5.57,0,0.0599,0.0327,9.93e-05,0.0513,0.548,122.662,don'tstopthemusic,rihanna
415,00BuKLSAFkaEkaVAgIMbeA,Telephone,Lady Gaga,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,telephone,ladygaga
416,6Ldj81kZ3F1kt7RMEBJfPw,Live Your Life - feat. Rihanna,T.I.,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,liveyourlife-feat.rihanna,t.i.
417,6WTfLaLQsrVzLwYigoGv3W,Rude Boy,Rihanna,0.56,0.747,3,-4.471,0,0.171,0.117,0.0,0.0682,0.774,173.944,rudeboy,rihanna
418,32cxjD3ufFrwGlxgOc0mUg,London Bridge,Fergie,0.77,0.604,1,-5.817,1,0.356,0.199,0.0,0.208,0.65,90.937,londonbridge,fergie
419,423EcxblW9F4nnQkqcqMlK,Deja Vu (feat. Jay-Z),Beyoncé,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,dejavu(feat.jay-z),beyoncé
420,5mGcKjjsEwGUlrwurBWJx5,Summer Love,Justin Timberlake,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.327,0.477,95.802,summerlove,justintimberlake
421,0A7B2VnhDc9nuMnOPhcBQo,"Whenever, Wherever",Shakira,0.793,0.832,1,-4.862,0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,"whenever,wherever",shakira
422,26eOTllWPn7oKuDUJnsJwF,The Sweet Escape,Gwen Stefani,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,thesweetescape,gwenstefani
423,1kusepF3AacIEtUTYrw4GV,Paper Planes,M.I.A.,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247,paperplanes,m.i.a.
424,0aj2QKJvz6CePykmlTApiD,Señorita,Justin Timberlake,0.841,0.63,1,-5.356,1,0.0443,0.0725,0.0,0.0742,0.876,97.964,señorita,justintimberlake
425,1MBM7CyZbwJpVbbZJnHHRg,Summer Love,Justin Timberlake,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,summerlove,justintimberlake
426,7GbqE3MlkKosIaCvf50JRK,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Christina Aguilera,0.76,0.801,5,-3.769,1,0.0534,0.0144,1.49e-05,0.665,0.653,109.919,"ladymarmalade-from""moulinrouge""soundtrack",christinaaguilera
427,3pD0f7hSJg2XdQ6udw5Tey,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,whatgoesaround.../...comesaround(interlude),justintimberlake
428,4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,halo,beyoncé
429,6tS3XVuOyu10897O3ae7bi,California Gurls,Katy Perry,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,californiagurls,katyperry
430,5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,Miley Cyrus,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,partyintheu.s.a.,mileycyrus
431,0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),Flo Rida,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,low(feat.t-pain),florida
432,0WfKDYeUAoLA3vdvLKKWMW,Poker Face,Lady Gaga,0.851,0.806,4,-4.618,1,0.0786,0.12,1.33e-06,0.121,0.776,119.001,pokerface,ladygaga
433,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,hipsdon'tlie(feat.wyclefjean),shakira
434,0385HqYimoTQaHZP17KwG1,We Found Love (feat. Rihanna),Calvin Harris,0.738,0.776,1,-4.808,1,0.0392,0.0234,0.0018,0.0775,0.608,127.984,wefoundlove(feat.rihanna),calvinharris
435,4YMqbFcDIFiCBd02PzUBcM,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,thriftshop(feat.wanz),macklemore&ryanlewis
436,5xZtUAVUVfjBtVtMOgMkyy,What's My Name?,Rihanna,0.69,0.786,2,-2.959,1,0.0692,0.229,0.0,0.0797,0.583,100.049,what'smyname?,rihanna
437,5P5cGNzqh6A353N3ShDK6Y,Bad Romance,Lady Gaga,0.697,0.921,0,-3.75,1,0.0391,0.00305,3.65e-05,0.0831,0.721,118.99,badromance,ladygaga
438,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,24kmagic,brunomars
439,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Justin Bieber,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,whatdoyoumean?,justinbieber
440,3ACnarSkTKiOTj4rsnFkgf,Sorry,Justin Bieber,0.674,0.772,0,-3.685,0,0.0396,0.0864,0.0,0.308,0.402,100.039,sorry,justinbieber
441,4Tn2llBm1g0UlWctmgPL8Z,Shut Up And Drive,Rihanna,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,shutupanddrive,rihanna
442,72jCZdH0Lhg93z6Z4hBjgj,I Knew You Were Trouble.,Taylor Swift,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,iknewyouweretrouble.,taylorswift
443,3eFQdik6MylgbYtawUPvj5,Fergalicious,Fergie,0.906,0.585,8,-7.72,0,0.324,0.0577,0.0,0.128,0.831,129.055,fergalicious,fergie
444,5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),Usher,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,yeah!(feat.liljon&ludacris),usher
445,1uVfUdVv0h9MWia3tdZo5G,Baby Boy (feat. Beyoncé ),Sean Paul,0.658,0.621,1,-5.725,1,0.231,0.0667,2.46e-06,0.142,0.817,91.267,babyboy(feat.beyoncé),seanpaul
446,7r4btE2wWIYhITHLzCxrGD,Buttons,The Pussycat Dolls,0.565,0.817,2,-4.338,1,0.27,0.152,0.0,0.247,0.478,210.849,buttons,thepussycatdolls
447,3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,Kylie Minogue,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,can'tgetyououtofmyhead,kylieminogue
448,3qKGvSu1inEZKwYQnMavNA,Smack That,Akon,0.94,0.743,5,-5.166,0,0.0475,0.317,0.0,0.0909,0.932,118.988,smackthat,akon
449,4Tf94tAHtlQxjbeeyU3y7C,Beautiful Girls - Radio Edit,Sean Kingston,0.764,0.65,1,-6.114,0,0.0673,0.169,0.0,0.298,0.766,130.021,beautifulgirls-radioedit,seankingston
450,1D1nixOVWOxvNfWi0UD7VX,Unwritten,Natasha Bedingfield,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,unwritten,natashabedingfield
451,0oXuKhuNkXiZtuoxrdt3Ca,Hot In Herre,Nelly,0.955,0.728,9,-4.862,0,0.122,0.219,0.0,0.0612,0.922,107.082,hotinherre,nelly
452,4DF1j2aUCXLphMkCHzZ5eJ,Wait A Minute,The Pussycat Dolls,0.869,0.842,8,-5.213,1,0.0484,0.0486,5.32e-05,0.33,0.971,136.452,waitaminute,thepussycatdolls
453,6glklpxk7EtKIdxA3kYQS5,Miss Independent,Ne-Yo,0.668,0.673,1,-5.714,1,0.145,0.48,0.0,0.194,0.727,171.812,missindependent,ne-yo
454,5xPQsTrT2LjidijK2Tzlxh,I'm Like A Bird,Nelly Furtado,0.623,0.605,10,-5.113,1,0.0353,0.145,3.46e-06,0.227,0.616,89.656,i'mlikeabird,nellyfurtado
455,5j0OkRN4KRzVeSfY63buDe,Down,Jay Sean,0.654,0.684,2,-4.509,1,0.032,0.0108,0.0,0.0768,0.7,66.001,down,jaysean
456,6HHytHLXLX8QfWTtGfFSvH,Drop It Like It's Hot,Snoop Dogg,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,dropitlikeit'shot,snoopdogg
457,4y6c5vMzKKM3KsMbHtjKx5,Stronger,Kanye West,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,stronger,kanyewest
458,3GpbwCm3YxiWDvy29Uo3vP,Right Round,Flo Rida,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,rightround,florida
459,3EDS89HeAhHiZKlljciK0a,Push The Button,Sugababes,0.962,0.66,8,-5.096,1,0.061,0.0485,0.0,0.076,0.814,126.016,pushthebutton,sugababes
460,5tXyNhNcsnn7HbcABntOSf,DJ Got Us Fallin' In Love,Usher,0.666,0.878,7,-2.85,0,0.0973,0.03,0.0,0.0828,0.669,119.932,djgotusfallin'inlove,usher
461,2V1YCJiYHpv7MfsU5fvvYf,Evacuate The Dancefloor,Cascada,0.76,0.696,0,-5.811,1,0.0491,0.0195,0.0,0.278,0.903,127.029,evacuatethedancefloor,cascada
462,5qTvkDrSfvwDv6RBjjcfQr,Get Busy,Sean Paul,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,getbusy,seanpaul
463,5q4I6I0ytvTKuYe1Fquxnx,Family Affair,Mary J. Blige,0.914,0.551,8,-3.879,0,0.0455,0.133,2.61e-05,0.0841,0.967,92.889,familyaffair,maryj.blige
