,id_list,songname,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,clean_songname,clean_artist
0,2meEiZKWkiN28gITzFwQo5,Into You,Ariana Grande,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,intoyou,arianagrande
1,1OXfWI3FQMdsKKC6lkvzSx,Glad You Came,The Wanted,0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,gladyoucame,thewanted
2,4pSPMXaCjbaV3VSzZQYC7H,Who Knew,P!nk,0.689,0.737,9,-4.516,1,0.0268,0.00482,0.0,0.0777,0.47,140.0,whoknew,p!nk
3,6Knv6wdA0luoMUuuoYi2i1,My House,Flo Rida,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,myhouse,florida
4,2AZXe8nq18mPITmPy5KJwQ,Hot N Cold,Katy Perry,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,hotncold,katyperry
5,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,peaches(feat.danielcaesar&giveon),justinbieber
6,4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sara Bareilles,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,lovesong,sarabareilles
7,3veFQzlEOTpcGGIbYPKdYq,Love You Like A Love Song,Selena Gomez & The Scene,0.858,0.677,1,-3.842,0,0.0465,0.0752,0.0,0.0718,0.925,117.005,loveyoulikealovesong,selenagomez&thescene
8,6r2BECwMgEoRb5yLfp0Hca,Born This Way,Lady Gaga,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,bornthisway,ladygaga
9,6mnjcTmK8TewHfyOp3fC9C,Die Young,Kesha,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,dieyoung,kesha
10,2cVJq55ISQ7LNkWibZzRSY,Piranha,Cartoon,0.491,0.82,0,-4.782,0,0.0342,0.0226,0.000131,0.0695,0.413,174.046,piranha,cartoon
11,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,ride,twentyonepilots
12,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,closer,thechainsmokers
13,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,sidetoside,arianagrande
14,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,wedon'ttalkanymore(feat.selenagomez),charlieputh
15,1V6gIisPpYqgFeWbMLI0bA,Heart Attack,Demi Lovato,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,heartattack,demilovato
16,5NFCgUd9vBbHTgtklydT5W,Leave with Me,Akif,0.817,0.633,4,-6.234,0,0.0475,0.209,1.24e-05,0.117,0.57,98.033,leavewithme,akif
17,1DSJNBNhGZCigg9ll5VeZv,(You Drive Me) Crazy,Britney Spears,0.748,0.939,0,-4.288,0,0.0341,0.0534,0.0,0.32,0.96,104.001,(youdriveme)crazy,britneyspears
18,2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,Fifth Harmony,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,that'smygirl,fifthharmony
19,1vYh9x8UmFTLbXiizk9Qc5,I Believe,Jonas Brothers,0.749,0.774,9,-6.221,1,0.12,0.0857,1.14e-05,0.11,0.35,99.019,ibelieve,jonasbrothers
20,30o4hMJ6OC9uv954GT6OZU,Believe,Mumford & Sons,0.339,0.67,2,-5.995,1,0.0457,0.0303,0.0369,0.225,0.383,114.903,believe,mumford&sons
21,5WfhXulggG0c6WoVeMPA8N,Shake It Off,Taylor Swift,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,shakeitoff,taylorswift
22,294vBlXfZYspeI29SXZaON,Wake Me Up,Avicii,0.512,0.803,2,-5.135,1,0.0531,0.00362,0.000583,0.116,0.591,124.162,wakemeup,avicii
23,2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,newrules,dualipa
24,365hbjh0wlAIGOfRW5hdZc,Blinding Lights,Jacob Tillberg,0.523,0.748,1,-2.165,1,0.0395,0.226,0.0,0.27,0.329,84.954,blindinglights,jacobtillberg
25,4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,attention,charlieputh
26,79cuOz3SPQTuFrp8WgftAu,There's Nothing Holdin' Me Back,Shawn Mendes,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,there'snothingholdin'meback,shawnmendes
27,33IOhptvC2Qoy2UhjiHXLV,Flames,David Guetta,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,flames,davidguetta
28,2IiNA0s5eQBSjwK4iNeUvW,Complicated,Avril Lavigne,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,complicated,avrillavigne
29,2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),Red Hot Chili Peppers,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,snow(heyoh),redhotchilipeppers
30,7b9WVKS9dt9OyRFAbGTP8P,Tonight,Alex Martura,0.868,0.7,7,-6.408,0,0.1,0.0933,0.00685,0.0815,0.458,121.988,tonight,alexmartura
31,2TNaQWWTeTyig2wsr1BNaL,Are You That Somebody?,Aaliyah,0.854,0.658,9,-6.932,0,0.17,0.154,0.00914,0.102,0.855,137.949,areyouthatsomebody?,aaliyah
32,3yuCP9JWRb5y0sjA4X5a3T,Butterfly Doors,Avi,0.699,0.498,7,-8.352,0,0.0408,0.00913,7.93e-06,0.0802,0.277,89.97,butterflydoors,avi
33,6SPD3JwwRejBhCDiQAQ4he,Run It!,Chris Brown,0.85,0.482,1,-6.684,0,0.102,0.0246,0.0,0.387,0.217,100.957,runit!,chrisbrown
34,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,somethingjustlikethis,thechainsmokers
35,3KWWyJZVndMuPUH025wZLL,White Rabbit,Jah-Sol,0.558,0.647,4,-6.813,0,0.305,0.443,6.64e-05,0.178,0.638,180.022,whiterabbit,jah-sol
36,0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,perfect,edsheeran
37,5CqbgM6ek83fzvEXzrJgax,Piped Up,YKG Hotboy,0.828,0.515,5,-5.802,0,0.321,0.107,0.0,0.118,0.451,145.101,pipedup,ykghotboy
38,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,feelitstill,portugal.theman
39,6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,brave,sarabareilles
40,6Sjl4KtCBxaJza3BTTXJE6,Ghost Boy,Jacob Tillberg,0.792,0.634,4,-6.566,0,0.0348,0.245,7.11e-06,0.136,0.322,99.989,ghostboy,jacobtillberg
41,6NPVjNh8Jhru9xOmyQigds,Happy,Pharrell Williams,0.652,0.757,1,-6.819,1,0.153,0.286,0.0,0.0886,0.962,159.911,happy,pharrellwilliams
42,6yMhdnw1QFll8n3KuFmJ1s,GROOVEBOX 404,Tian,0.828,0.818,2,-5.331,1,0.0948,0.0017,0.371,0.203,0.431,125.072,groovebox404,tian
43,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,oops!...ididitagain,britneyspears
44,7HZFXrFwKITySCO81GbM48,Rick and Morty,KillBunk,0.704,0.726,1,-4.544,0,0.269,0.000304,0.0,0.13,0.477,160.088,rickandmorty,killbunk
45,2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,dragmedown,onedirection
46,3cArYlDwUCBAkuWCJv4xlC,Mismatch,NxG,0.858,0.473,1,-6.997,0,0.221,0.0133,0.0,0.0775,0.824,132.99,mismatch,nxg
47,5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,allaboutthatbass,meghantrainor
48,03O4W5eEMHIPBgispRuUDq,PUT TO BED,Sawaya,0.535,0.68,6,-6.236,0,0.209,0.366,0.0,0.115,0.342,169.917,puttobed,sawaya
49,6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,toxic,britneyspears
50,55UjUnxptCllDvWXskVblX,Dutches,E the profit,0.808,0.65,1,-6.752,0,0.298,0.165,0.0,0.168,0.628,140.015,dutches,etheprofit
51,5eYsiZulu5MFw4BQ8ige6i,Murda She Wrote,Nana Kofi,0.782,0.619,7,-8.181,0,0.15,0.142,0.0,0.0928,0.788,89.964,murdashewrote,nanakofi
52,5AnKqqcn08H25T26ZGGjos,Big Girl Banger,Robbie Tripp,0.962,0.783,10,-2.764,0,0.188,0.115,0.0,0.0665,0.882,104.988,biggirlbanger,robbietripp
53,5ybJm6GczjQOgTqmJ0BomP,22,Taylor Swift,0.662,0.736,7,-6.511,1,0.0374,0.00274,0.000844,0.0464,0.674,104.003,22,taylorswift
54,2DKKqwTd0mYU0HNQMQEJsa,Bed,Kylesimps,0.816,0.533,11,-7.129,1,0.245,0.246,2.16e-06,0.226,0.635,77.064,bed,kylesimps
55,4MFvxUodq67dqNXC4mPPcQ,Can't Trust Nobody,TJ Boyce,0.656,0.602,1,-5.796,0,0.359,0.204,0.0,0.0939,0.503,76.011,can'ttrustnobody,tjboyce
56,6UMpckktB0qoKpOjSl2Rlx,Proud of You,Lamarcus J,0.827,0.577,1,-7.869,1,0.452,0.167,0.0,0.0445,0.645,150.112,proudofyou,lamarcusj
57,2mfUa8bLs2s5N4VaqJZ4lZ,Most Girls,Hailee Steinfeld,0.755,0.57,9,-7.132,1,0.0888,0.0416,0.0,0.0891,0.406,102.991,mostgirls,haileesteinfeld
58,0PAtzjxXQwEKwT27kFflOz,M1,The Disco Biscuits,0.523,0.917,2,-6.948,0,0.0377,0.00528,0.764,0.112,0.344,124.981,m1,thediscobiscuits
59,13P5rwmk2EsoFRIz9UCeh9,Cool Kids,Echosmith,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,coolkids,echosmith
60,3oiMJQAWVaxSubJ7b2VUtX,Fancy,Iggy Azalea,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,fancy,iggyazalea
61,42RB380ZMlx7l6alkvk48A,She Gets,Jah-Sol,0.405,0.453,4,-13.794,0,0.0658,0.221,0.14,0.0726,0.329,133.352,shegets,jah-sol
62,6hkOqJ5mE093AQf2lbZnsG,The One That Got Away,Katy Perry,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,theonethatgotaway,katyperry
63,38RJVU2LTPjW7xiXqCUlDn,Sucker,ari hicks,0.725,0.589,9,-8.082,0,0.0435,0.114,0.00265,0.132,0.339,105.998,sucker,arihicks
64,2hbHVkOLOKd8t9hDtaDYB7,On Me,Kofi,0.82,0.59,8,-7.661,1,0.153,0.233,1.15e-05,0.0725,0.717,111.972,onme,kofi
65,08bg5QA5OQ31h73avz0pXP,Stay,Naeleck,0.569,0.918,1,-2.509,1,0.0279,0.00241,2.98e-05,0.307,0.541,128.037,stay,naeleck
66,3Sm4xtt7il1cfs3X8vN88c,Everybody Dance Now,jeonghyeon,0.65,0.967,5,-4.917,0,0.0836,0.0287,0.000147,0.386,0.264,128.012,everybodydancenow,jeonghyeon
67,5vBHFYWu1KAAHYY5EfMl5u,idc,Lili-Ann De Francesco,0.427,0.45,0,-11.085,1,0.074,0.833,0.0,0.113,0.161,86.608,idc,lili-anndefrancesco
68,1qbztgbGcJELSNHhFl5nuj,Chiropractor,lilbubblegum,0.626,0.716,8,-7.403,1,0.0655,0.136,0.000141,0.0815,0.353,87.91,chiropractor,lilbubblegum
69,0hPuF2Z5fZjnuwYPvIdPC1,Really Don't Care,Demi Lovato,0.703,0.733,7,-3.598,1,0.0852,0.111,0.0,0.119,0.82,121.008,reallydon'tcare,demilovato
70,4esOae7i4rqTbAu9o5Pxco,Girl on Fire,Alicia Keys,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,girlonfire,aliciakeys
71,1k18nxjYj8R5iz82Ap7GEY,Marry The Night,Lady Gaga,0.614,0.879,0,-4.422,1,0.056,0.00104,0.00438,0.41,0.407,131.092,marrythenight,ladygaga
72,49Ykmnm13jNIDRlll9zTKk,Rearview Mirror,Millyz,0.682,0.724,1,-5.183,1,0.308,0.0791,0.0,0.122,0.595,89.665,rearviewmirror,millyz
73,62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye,*NSYNC,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,byebyebye,*nsync
74,3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),Kygo,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,itain'tme(withselenagomez),kygo
75,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,The Chainsmokers,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,don'tletmedown,thechainsmokers
76,2Zj4FUsMtu9PMuJsHbGbdv,Applause,Lady Gaga,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,applause,ladygaga
77,0X0gB0LbLAoNbbWHfRXzq6,Fuck Shit,870glizzy,0.712,0.528,2,-6.008,1,0.324,0.0103,2.48e-05,0.163,0.563,165.021,fuckshit,870glizzy
78,6F5c58TMEs1byxUstkzVeM,Roar,Katy Perry,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,roar,katyperry
79,5MdLRkLoqVZlHaVRq7w71I,Keeping Receipt$,ARTZ,0.825,0.658,4,-5.0,0,0.233,0.386,0.0,0.132,0.845,120.122,keepingreceipt$,artz
80,7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),Sia,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,thegreatest(feat.kendricklamar),sia
81,7nVVD1Zbz3rS22iZsZIgLs,The Dirt Road,Frank Blunt,0.774,0.498,1,-8.722,0,0.0478,0.178,0.0,0.107,0.391,128.024,thedirtroad,frankblunt
82,7JIuqL4ZqkpfGKQhYlrirs,The Only Exception,Paramore,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,theonlyexception,paramore
83,472N7037Jrt41T1qe3RvHv,Special Attention,IceBeatChillz,0.811,0.638,5,-5.699,0,0.085,0.231,0.00247,0.0939,0.543,107.028,specialattention,icebeatchillz
84,3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,...babyonemoretime,britneyspears
85,6M6Tk58pQvABy6ru66dY3d,No Money,Galantis,0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,nomoney,galantis
86,4VAiPs6xcsyUkyy9uBl6TC,Living in Fertile Experiences,Diggis,0.67,0.679,5,-6.762,1,0.259,0.155,0.0,0.271,0.295,93.064,livinginfertileexperiences,diggis
87,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,tiktok,kesha
88,2rfHoeGgVGZUorRwyBryZU,Demar Derozan Freestyle,Flight,0.841,0.692,7,-10.048,1,0.398,0.126,0.0,0.172,0.559,89.964,demarderozanfreestyle,flight
89,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,Coldplay,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,fixyou,coldplay
90,7eT1Ith3JS1zhciYIS38MW,Sleepless,Ducey Gold,0.742,0.569,5,-7.853,1,0.114,0.00588,0.0,0.557,0.0612,156.975,sleepless,duceygold
91,0AfYeE3bfJRcq9J2hUJXmM,How to Be a Heartbreaker,MARINA,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,howtobeaheartbreaker,marina
92,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,callmemaybe,carlyraejepsen
93,40NuHUtRB6oedbFV1O2Rph,R.T.T.B,E the profit,0.881,0.22,7,-19.769,1,0.381,0.00654,0.0,0.137,0.406,148.022,r.t.t.b,etheprofit
94,6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,Taylor Swift,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,iknewyouweretrouble.,taylorswift
95,4L7NsEM1sDNtwQdox4RYc3,Just a Dream,moss.,0.789,0.286,5,-10.576,0,0.0517,0.345,0.0,0.255,0.349,115.991,justadream,moss.
96,2WqpHmTPw3J56lp3JYVSar,Be Your Man Tonight,Dilan Jay,0.635,0.574,9,-5.988,0,0.0327,0.0417,0.000346,0.171,0.298,89.98,beyourmantonight,dilanjay
97,75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,thescientist,coldplay
98,6tl8Ghkzp7e5xQuwI7AhEH,Diamonds,Rihanna,0.555,0.715,11,-4.821,0,0.0468,0.00192,0.0,0.114,0.402,91.951,diamonds,rihanna
99,1ExfPZEiahqhLyajhybFeS,The Lazy Song,Bruno Mars,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,thelazysong,brunomars
100,6YVwfOA1i0aLivDlrLaHOC,Broken Love,Mariline,0.578,0.939,6,-3.676,1,0.0654,0.00421,0.231,0.521,0.216,128.12,brokenlove,mariline
101,5XJJdNPkwmbUwE79gv0NxK,Gold Digger,Kanye West,0.646,0.696,1,-5.572,0,0.342,0.0192,0.0,0.0762,0.625,92.88,golddigger,kanyewest
102,6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,heathens,twentyonepilots
103,0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,Sam Smith,0.453,0.496,5,-5.785,1,0.0453,0.554,2.65e-05,0.0772,0.501,80.994,i'mnottheonlyone,samsmith
104,5Ohxk2dO5COHF1krpoPigN,Sign of the Times,Harry Styles,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,signofthetimes,harrystyles
105,5st5644IlBmKiiRE73UsoZ,Fuck You,Lily Allen,0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009,fuckyou,lilyallen
106,12lZTPlXwUtrQuhEty6098,Raise Your Glass,P!nk,0.7,0.695,7,-4.973,1,0.0897,0.00629,0.0,0.0319,0.633,122.028,raiseyourglass,p!nk
107,69kOkLUCkxIZYexIgSG8rq,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,getlucky(feat.pharrellwilliams&nilerodgers),daftpunk
108,5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,7years,lukasgraham
109,5zTzDqrEmseqL2G8ElgBu7,What the Hell,Avril Lavigne,0.571,0.932,6,-3.68,0,0.0576,0.00448,0.00939,0.117,0.864,150.014,whatthehell,avrillavigne
110,2U8NXPTXZWG2O0ye2sYRiH,I Love It (feat. Charli XCX),Icona Pop,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,iloveit(feat.charlixcx),iconapop
111,2GgxS8bUT5G25QJTsfSv0R,Burn,Ellie Goulding,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,burn,elliegoulding
112,3528IXKpbb7OMjdjWYlbfD,Everybody Talks,Neon Trees,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,everybodytalks,neontrees
113,2VhPOtIQw2UpQmRVevdviU,Bang Bang,Jessie J,0.707,0.752,0,-4.401,0,0.0885,0.269,0.0,0.377,0.724,150.061,bangbang,jessiej
114,2k0OtF8OWH9vYDp5z8K5go,Round & Round,Selena Gomez & The Scene,0.542,0.713,0,-4.059,1,0.0812,0.00301,0.0,0.551,0.513,127.894,round&round,selenagomez&thescene
115,4rHZZAmHpZrA3iH5zx8frV,Mirrors,Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,mirrors,justintimberlake
116,4kkeuVl6gF3RMqE4Nn5W3E,E.T.,Katy Perry,0.602,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.732,150.183,e.t.,katyperry
117,4JzTQFJ4kFG1Tqol1DkFoZ,Hurricane,Kaphy,0.352,0.839,10,-6.132,0,0.245,0.0407,0.000116,0.108,0.189,78.738,hurricane,kaphy
118,2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,Miley Cyrus,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,wecan'tstop,mileycyrus
119,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,can'tfeelmyface,theweeknd
120,5jrdCoLpJSvHHorevXBATy,Dark Horse,Katy Perry,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,darkhorse,katyperry
121,18AJRdgUoO9EYn11N7xzaT,Habits (Stay High),Tove Lo,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,habits(stayhigh),tovelo
122,3QdYxkiZu3ilLRHU6lXYvn,Bad Blood,Taylor Swift,0.654,0.655,11,-7.388,0,0.106,0.0294,0.0,0.139,0.221,170.16,badblood,taylorswift
123,0MWXj22tRelQoeo42W9RpP,Black Corridor,PETER LAKE,0.72,0.445,11,-6.855,1,0.036,0.318,1.8e-05,0.121,0.55,96.051,blackcorridor,peterlake
124,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,stressedout,twentyonepilots
125,76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,idgaf,dualipa
126,337cTvWOx1uwO7brzGgKlw,Past Lives,PETER LAKE,0.503,0.616,2,-7.077,0,0.0432,0.00855,0.000198,0.0898,0.425,158.105,pastlives,peterlake
127,4mdIgvRkq6F8Cfr0SsBlL0,Don't Look Down,jeonghyeon,0.472,0.908,10,-3.089,1,0.0751,0.0218,3.15e-06,0.172,0.221,127.992,don'tlookdown,jeonghyeon
128,3khtCyuzc6LaAaxKVbARlK,Into the Mist,Laeko,0.766,0.658,1,-6.721,0,0.0449,0.136,0.0973,0.113,0.185,122.981,intothemist,laeko
129,38iU2jg98IZZEIJPrP7aWD,Till the World Ends,Britney Spears,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,tilltheworldends,britneyspears
130,0WeM70hkHomP10xHUup39A,Lady Marmalade,Christina Aguilera,0.739,0.864,5,-2.173,1,0.0666,0.014,4.53e-06,0.659,0.64,109.896,ladymarmalade,christinaaguilera
131,0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,LMFAO,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,partyrockanthem,lmfao
132,5BTpeKg0dwxGmyELhIpkj8,Paparazzi,Lady Gaga,0.761,0.729,5,-3.081,0,0.0415,0.126,0.0,0.0955,0.387,114.924,paparazzi,ladygaga
133,5mMjkxGijQB4JZallYrkOW,Single Ladies (Put a Ring on It),Beyoncé,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,singleladies(putaringonit),beyoncé
134,6E11E0lT5Zy7yb6iT3y8DN,Want U Back,Cher Lloyd,0.694,0.891,9,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,97.939,wantuback,cherlloyd
135,4vS8VaBwJJV5Ry7UFIQuoo,Lean On (feat. MØ & DJ Snake),Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,leanon(feat.mø&djsnake),majorlazer
136,2DbQpyXOWGsKW2R9zSvFq9,Genesis,Jack & James,0.639,0.868,6,-5.613,0,0.0833,0.0159,0.255,0.249,0.123,128.096,genesis,jack&james
137,7LcfRTgAVTs5pQGEQgUEzN,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,"moveslikejagger-studiorecordingfrom""thevoice""performance",maroon5
138,6HlTeGr96ovi0Dd33R8ilq,NOONESPERFECT,Cezur III,0.505,0.771,7,-6.802,0,0.0337,0.0192,1.15e-05,0.196,0.256,127.737,noonesperfect,cezuriii
139,6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,OneRepublic,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,countingstars,onerepublic
140,3clsCV1f1E9u1Fge9ntulk,Alejandro,Lady Gaga,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,alejandro,ladygaga
141,3A0NjZwttWVJ2iBBL2jgy2,Live While We're Young,One Direction,0.66,0.839,2,-2.058,1,0.0546,0.0594,0.0,0.106,0.945,126.001,livewhilewe'reyoung,onedirection
142,6K6cmRM64IvoDkHQeZtewC,I Really Like You,Carly Rae Jepsen,0.621,0.825,5,-4.686,1,0.042,0.0063,6.76e-05,0.249,0.593,122.057,ireallylikeyou,carlyraejepsen
143,0ddj5KtNqJ75lOJzgZNFFc,The Edge Of Glory,Lady Gaga,0.581,0.774,9,-6.547,1,0.0399,0.000334,0.0174,0.109,0.358,127.952,theedgeofglory,ladygaga
144,7tu7tfPWBfBdsU1FvSylYp,All Right,metr,0.71,0.748,0,-9.308,0,0.0556,0.00853,5.47e-05,0.0962,0.331,130.008,allright,metr
